text
" contributors translations espaol portugus  deutsch  franais all of me lyrics all of me is the third single from and sixth track on john legends album love in the future  legend wrote it along with toby gad

it has become one of legends most popular songs earning an x  read more   verse  what would i do without your smart mouth drawing me in and you kicking me out youve got my head spinning no kidding i cant pin you down whats goin on in that beautiful mind im on your magical mystery ride and im so dizzy dont know what hit me but ill be alright prechorus my heads under water but im breathing fine youre crazy and im out of my mind chorus cause all of me loves all of you love your curves and all your edges all your perfect imperfections give your all to me ill give my all to you youre my end and my beginning even when i lose im winning postchorus cause i give you all of me and you give me all of you ohoh

verse  how many times do i have to tell you even when youre crying youre beautiful too the world is beating you down im around through every mood youre my downfall youre my muse my worst distraction my rhythm and blues i cant stop singing its ringing in my head for you prechorus my heads under water but im breathing fine youre crazy and im out of my mind chorus cause all of me loves all of you love your curves and all your edges all your perfect imperfections give your all to me ill give my all to you youre my end and my beginning even when i lose im winning postchorus cause i give you all of me and you give me all of you ohoh

bridge give me all of you oh cards on the table were both showing hearts risking it all though its hard chorus cause all of me loves all of you love your curves and all your edges all your perfect imperfections give your all to me ill give my all to you youre my end and my beginning even when i lose im winning postchorus cause i give you all of me and you give me all of you outro i give you all of me and you give me all of you ohoh"
" contributors translations srpski trke svenska espaol  russian romn portugus polski italiano  hebrew deutsch franais  nederlands dansk  traditional chinese    thai esky bad guy lyrics bad guy is a playful bassheavy track that sees eilish taunting her lover flaunting her tough nature while questioning his own

it was first proven to exist after eilish teased a snippet of the track on  read more   verse  white shirt now red my bloody nose sleepin youre on your tippy toes creepin around like no one knows think youre so criminal bruises on both my knees for you dont say thank you or please i do what i want when im wanting to my soul so cynical prechorus so youre a tough guy like it really rough guy just cant get enough guy chest always so puffed guy im that bad type make your mama sad type make your girlfriend mad tight might seduce your dad type im the bad guy duh chorus im the bad guy verse  i like it when you take control even if you know that you dont own me ill let you play the role ill be your animal my mommy likes to sing along with me but she wont sing this song if she reads all the lyrics shell pity the men i know

prechorus so youre a tough guy like it really rough guy just cant get enough guy chest always so puffed guy im that bad type make your mama sad type make your girlfriend mad tight might seduce your dad type im the bad guy duh chorus im the bad guy duh im only good at bein bad bad bridge i like when you get mad i guess im pretty glad that youre alone you said shes scared of me i mean i dont see what she sees but maybe its cause im wearing your cologne outro im a bad guy im im a bad guy bad guy bad guy im a bad"
" contributors translations espaol portugus  hebrew franais deutsch bosanski italiano  russian billie jean lyrics one of michael jacksons signature songs billie jean tells the tale of a young girl who claims to be the mother of jacksons alleged son the song was the second single from his sixth solo album thriller  read more   verse  she was more like a beauty queen from a movie scene i said dont mind but what do you mean i am the one who will dance on the floor in the round she said i am the one who will dance on the floor in the round she told me her name was billie jean as she caused a scene then every head turned with eyes that dreamed of bein the one who will dance on the floor in the round prechorus people always told me be careful of what you do dont go around breakin young girls hearts heehee and mother always told me be careful of who you love and be careful of what you do ohoh cause the lie becomes the truth ohoh heyey chorus billie jean is not my lover uh shes just a girl who claims that i am the one oh baby but the kid is not my son hoo she says i am the one oh baby but the kid is not my son heeheehee nono heeheehee hoo verse  for forty days and for forty nights   the law was on her side but who can stand when shes in demand  her schemes and plans cause we danced on the floor in the round hee so take my strong advice just remember to always think twice dont think twice do think twice ahoo she told my baby wed danced til three then she looked at me then showed a photo of a baby cryin his eyes were like mine oh no cause we danced on the floor in the round baby ooh heeheehee

prechorus people always told me be careful of what you do and dont go around breakin young girls hearts dont break no hearts heehee but she came and stood right by me just the smell of sweet perfume haoh this happened much too soon haoh haooh she called me to her room haoh hoo heyey chorus billie jean is not my lover hoo shes just a girl who claims that i am the one but the kid is not my son nonono nononononono hoo billie jean is not my lover uh shes just a girl who claims that i am the one oh baby but the kid is not my son oh no no she says i am the one oh baby but the kid is not my son no heeheehee ah heeheehee break hee hoo chorus she says i am the one uh but the kid is not my son nonono hoo ohh billie jean is not my lover uh shes just a girl who claims that i am the one you know what you did to me baby but the kid is not my son nonono nonono ah nononono nonono she says i am the one no but the kid is not my son nononono

outro she says i am the one you know what you did she says he is my son breakin my heart babe she says i am the one yeah yeah billie jean is not my lover uh yeah billie jean is not my lover uh yeah billie jean is not my lover uh she is just a girl yeah billie jean is not my lover uh she is just a girl dont call me billie jean hoo billie jean is not my lover uh she is just a girl shes not at the scene billie jean is not hee aaow ooh yeah billie jean is"
" contributors translations deutsch   trke espaol portugus polski  franais srpski esky blank space lyrics taylor swift plays her serial dater image to her advantage with blank space a synthpop anthem that the riaa certified x platinum in july  swift explained to gq in october  that she wrote the  read more   verse  nice to meet you where you been i could show you incredible things magic madness heaven sin saw you there and i thought oh my god look at that face you look like my next mistake loves a game wanna play ayy new money suit and tie i can read you like a magazine aint it funny rumors fly and i know you heard about me so hey lets be friends im dying to see how this one ends grab your passport and my hand i can make the bad guys good for a weekend chorus so its gonna be forever or its gonna go down in flames you can tell me when its over mm if the high was worth the pain got a long list of exlovers theyll tell you im insane cause you know i love the players and you love the game cause were young and were reckless well take this way too far itll leave you breathless mm or with a nasty scar got a long list of exlovers theyll tell you im insane but ive got a blank space baby and ill write your name

verse  cherry lips crystal skies i could show you incredible things stolen kisses pretty lies youre the king baby im your queen find out what you want be that girl for a month wait the worst is yet to come oh no screaming crying perfect storms i can make all the tables turn rose garden filled with thorns keep you second guessing like oh my god who is she i get drunk on jealousy but youll come back each time you leave cause darling im a nightmare dressed like a daydream chorus so its gonna be forever or its gonna go down in flames you can tell me when its over mm if the high was worth the pain got a long list of exlovers theyll tell you im insane cause you know i love the players and you love the game cause were young and were reckless oh well take this way too far itll leave you breathless ohoh mm or with a nasty scar got a long list of exlovers theyll tell you im insane insane but ive got a blank space baby and ill write your name

bridge boys only want love if its torture dont say i didnt say i didnt warn ya boys only want love if its torture dont say i didnt say i didnt warn ya chorus so its gonna be forever or its gonna go down in flames you can tell me when its over over mm if the high was worth the pain got a long list of exlovers theyll tell you im insane im insane cause you know i love the players and you love the game and you love the game cause were young and were reckless yeah well take this way too far ooh itll leave you breathless mm or with a nasty scar with a nasty scar got a long list of exlovers theyll tell you im insane but ive got a blank space baby and ill write your name"
" contributors translations espaol deutsch  trke italiano franais  esky  bahasa indonesia polski nederlands portugus born to die lyrics born to die is described by lana del rey as a homage to true love and a tribute to living life on the wild side to quote chelsea hodson from new york times in lanas melancholy world to love is to  read more   intro lana del rey   mountain  why  got that  who me  louder  why  got that  verse  lana del rey  mountain  feet dont fail me now take me to the finish line oh my heart it breaks every step that i take but im hoping that the gates theyll tell me that youre mine walking through the city streets is it by mistake or design i feel so alone on a friday night can you make it feel like home if i tell you youre mine its like i told you honey  louder  prechorus dont make me sad dont make me cry sometimes love is not enough and the road gets tough i dont know why keep makin me laugh lets go get high the road is long we carry on try to have fun in the meantime chorus lana del rey  mountain  come and take a walk on the wild side let me kiss you hard in the pouring rain you like your girls insane  louder alright  choose your last words  this is the last time cause you and i we were born to die

verse  lana del rey  mountain  lost but now i am found i can see that once i was blind i was so confused as a little child tried to take what i could get scared that i couldnt find all the answers honey  louder  prechorus dont make me sad dont make me cry sometimes love is not enough and the road gets tough i dont know why keep makin me laugh lets go get high the road is long we carry on try to have fun in the meantime chorus lana del rey  mountain  come and take a walk on the wild side let me kiss you hard in the pouring rain you like your girls insane  louder alright  choose your last words this is the last time cause you and i we were born to die postchorus we were born to die we were born to die we were born to die we were born to die we were born to die we were born to die we were born to die come and take a walk on the wild side let me kiss you hard in the pouring rain you like your girls insane

prechorus so dont make me sad dont make me cry sometimes love is not enough and the road gets tough  i dont know why keep makin me laugh lets go get high the road is long we carry on try to have fun in the meantime chorus lana del rey  mountain  come and take a walk on the wild side let me kiss you hard in the pouring rain you like your girls insane  louder alright  choose your last words this is the last time cause you and i we were born to die outro lana del rey  mountain   louder  we were born to die we were born to die we were born to die we were born to die we were born to die we were born to die we were born to die  louder  we were born to die we were born to die we were born to die we were born to die  louder  we were born to die we were born to die we were born to die we were born to die  louder  we were born to die we were born to die we were born to die we were born to die  got that   louder "
" contributors translations espaol portugus italiano  franais deutsch chandelier lyrics chandelier was released as the lead single from sias sixth studio album  forms of fear despite its soaring melody the song has a sad theme describing the life of a party girl on the track sia  read more   verse  party girls dont get hurt cant feel anythin when will i learn i push it down i push it down im the one for a good time call phones blowin up ringin my doorbell i feel the love i feel the love prechorus one two three one two three drink one two three one two three drink one two three one two three drink throw em back til i lose count chorus im gonna swing from the chandelier from the chandelier im gonna live like tomorrow doesnt exist like it doesnt exist im gonna fly like a bird through the night feel my tears as they dry im gonna swing from the chandelier from the chandelier postchorus but im holdin on for dear life wont look down wont open my eyes keep my glass full until mornin light cause im just holdin on for tonight help me im holdin on for dear life wont look down wont open my eyes keep my glass full until mornin light cause im just holdin on for tonight on for tonight

verse  sun is up im a mess gotta get out now gotta run from this here comes the shame here comes the shame ah prechorus one two three one two three drink one two three one two three drink one two three one two three drink throw em back til i lose count chorus im gonna swing from the chandelier from the chandelier im gonna live like tomorrow doesnt exist like it doesnt exist im gonna fly like a bird through the night feel my tears as they dry im gonna swing from the chandelier from the chandelier postchorus but im holdin on for dear life wont look down wont open my eyes keep my glass full until mornin light cause im just holdin on for tonight help me im holdin on for dear life wont look down wont open my eyes keep my glass full until mornin light cause im just holdin on for tonight on for tonight

outro on for tonight cause im just holdin on for tonight oh im just holdin on for tonight on for tonight on for tonight cause im just holdin on for tonight cause im just holdin on for tonight oh im just holdin on for tonight on for tonight on for tonight"
" contributors translations trke  deutsch  russian espaol counting stars lyrics the first track on onerepublics third studio album native counting stars was inspired by lead singer ryan tedders writing sessions with beyonce in the hamptons the song has sold over ten million copies  read more   intro lately i been i been losin sleep dreamin about the things that we could be but baby i been i been prayin hard said no more countin dollars well be countin stars yeah well be countin stars verse  i see this life like a swingin vine swing my heart across the line in my face is flashin signs seek it out and ye shall find refrain the old but im not that old young but im not that bold and i dont think the world is sold on just doin what were told prechorus i feel somethin so right doin the wrong thing and i feel somethin so wrong doin the right thing i couldnt lie couldnt lie couldnt lie everything that kills me makes me feel alive chorus lately i been i been losin sleep dreamin about the things that we could be but baby i been i been prayin hard said no more countin dollars well be countin stars lately i been i been losin sleep dreamin about the things that we could be but baby i been i been prayin hard said no more countin dollars well be well be countin stars yeah

verse  i feel your love and i feel it burn down this river every turn hope is our fourletter word make that money watch it burn refrain old but im not that old young but im not that bold and i dont think the world is sold on just doin what were told prechorus and i feel somethin so wrong doin the right thing i couldnt lie couldnt lie couldnt lie everything that drowns me makes me wanna fly chorus lately i been i been losin sleep dreamin about the things that we could be but baby i been i been prayin hard said no more countin dollars well be countin stars lately i been i been losin sleep dreamin about the things that we could be but baby i been i been prayin hard said no more countin dollars well be well be countin stars

bridge oh take that money watch it burn sink in the river the lessons i learned take that money watch it burn sink in the river the lessons i learned take that money watch it burn sink in the river the lessons i learned take that money watch it burn sink in the river the lessons i learned prechorus everything that kills me makes me feel alive chorus lately i been i been losin sleep dreamin about the things that we could be but baby i been i been prayin hard said no more countin dollars well be countin stars lately i been i been losin sleep dreamin about the things that we could be but baby i been i been prayin hard said no more countin dollars well be well be countin stars outro take that money watch it burn sink in the river the lessons i learned take that money watch it burn sink in the river the lessons i learned take that money watch it burn sink in the river the lessons i learned take that money watch it burn sink in the river the lessons i learned"
" contributors translations franais  espaol  russian fix you lyrics fix you is the fourth track and second single from coldplays third album xy it was written by chris martin for his thenwife gwyneth paltrow to comfort her after her father passed away

the song has  read more   verse  chris martin when you try your best but you dont succeed when you get what you want but not what you need when you feel so tired but you cant sleep stuck in reverse verse  chris martin and the tears come streamin down your face when you lose somethin you cant replace when you love someone but it goes to waste could it be worse chorus chris martin chris martin  with will champion lights will guide you home and ignite your bones and i will try to fix you verse  chris martin and high up above or down below when youre too in love to let it go but if you never try youll never know just what youre worth chorus chris martin  chris martin  will champion  lights will guide you home and ignite your bones and i will try  to fix you

interlude bridge chris martin jonny buckland guy berryman  will champion tears stream down your face when you lose somethin you cannot replace tears stream down your face and i tears stream down your face i promise you i will learn from my mistakes tears stream down your face and i chorus chris martin lights will guide you home and ignite your bones and i will try to fix you"
" contributors translations franais  hebrew hallelujah lyrics by some interpretations cohen is in an argument with god king davids hallelujah in the book of psalms is said to have pleased the lord cohen addresses god but you dont really care for music do  read more   verse  now ive heard there was a secret chord that david played and it pleased the lord but you dont really care for music do ya it goes like this the fourth the fifth the minor fall the major lift the baffled king composing hallelujah chorus hallelujah hallelujah hallelujah hallelujah verse  your faith was strong but you needed proof you saw her bathing on the roof her beauty and the moonlight overthrew ya she tied you to a kitchen chair she broke your throne  and she cut your hair and from your lips she drew the hallelujah chorus hallelujah hallelujah hallelujah hallelujah verse  you say i took the name in vain i dont even know the name but if i did well really whats it to ya theres a blaze of light in every word it doesnt matter which you heard the holy or the broken hallelujah

chorus hallelujah hallelujah hallelujah hallelujah verse  i did my best it wasnt much i couldnt feel so i tried to touch ive told the truth i didnt come to fool ya and even though it all went wrong ill stand before the lord of song with nothing on my tongue but hallelujah chorus hallelujah hallelujah hallelujah hallelujah hallelujah hallelujah hallelujah hallelujah hallelujah hallelujah hallelujah hallelujah hallelujah hallelujah hallelujah hallelujah hallelujah hallelujah outro hallelujah hallelujah

additional lyrics baby ive been here before i know this room ive walked this floor i used to live alone before i knew ya and ive seen your flag on the marble arch love is not a victory march its a cold and its a broken hallelujah additional lyrics there was a time you let me know whats really going on below but now you never show it to me do ya and remember when i moved in you the holy dove was moving too and every breath we drew was hallelujah additional lyrics maybe theres a god above but all ive ever learned from love was how to shoot at someone who outdrew ya and its not a cry that you hear at night its not somebody whos seen the light its a cold and its a broken hallelujah"
" contributors translations espaol hey jude lyrics originally titled hey jules named after john lennons son julian this song was written by paul mccartney to comfort him during john and cynthias divorce john lennon stated that he thought the song was  read more   verse  hey jude   dont make it bad take a sad song and make it better remember to let her into your heart then you can start to make it better verse  hey jude   dont be afraid you were made to go out and get her the minute you let her under your skin then you begin to make it better bridge and anytime you feel the pain hey jude refrain dont carry the world upon your shoulders for well you know that its a fool who plays it cool by making his world a little colder nanananana nananana verse  hey jude dont let me down you have found her now go and get her let it out and let it in remember hey jude to let her into your heart then you can start to make it better

bridge so let it out and let it in hey jude begin youre waiting for someone to perform with and dont you know that its just you hey jude youll do the movement you need is on your shoulder nanananana nananana yeah verse  hey jude dont make it bad take a sad song and make it better remember to let her under your skin then youll begin to make it    woah fucking hell  better better better better better better  oh outro yeah yeahyeahyeahyeahyeahyeah nanananananana nananana hey jude nanananananana nananana hey jude nanananananana nananana hey jude nanananananana nananana hey jude jude judy judy judy judy judy owwow nanananananana nanana nananana hey jude jude jude jude jude jude nanananananana yeah yeah yeah nananana hey jude you know you can make jude jude youre not gonna break it nana dont make it bad jude nanananana take a sad song and make it better nananana hey jude hey jude hey jude wow nanananananana nananana hey jude nanananananana nananana hey jude jude jude jude jude jude jude nanananananana nananana hey jude nanananananana nananana hey jude nananananananananananana nanananananana nananana hey jude nanananananana nananana hey jude nanananananana make it jude nananana hey jude yeahyeahyeahyeah yeah yeah yeah nanananananana nananana hey jude go listen to ya mamamamamamamama nanananananana nananana hey jude nanananananana nananana hey jude"
